title,budget,production_companies,genres,keywords,overview,vote_count,vote_average
Monsters vs Aliens,175000000,['DreamWorks Animation'],"['animation', 'family', 'adventure', 'science fiction']","['alien', 'giant robot', 'duringcreditsstinger']","When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",1423,6.0
Iron Man,140000000,['Marvel Studios'],"['action', 'science fiction', 'adventure']","['middle east', 'arms dealer', 'malibu']","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",8776,7.4
Hugo,170000000,"['Paramount Pictures', 'Infinitum Nihil', 'GK Films']","['adventure', 'drama', 'family']","['library', 'clock', 'film director']","Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",2141,7.0
Wild Wild West,170000000,"['Todman, Simon, LeMasters Productions', 'Warner Bros.', 'Peters Entertainment']","['action', 'adventure', 'comedy', 'science fiction', 'western']","['steampunk', 'based on tv series', 'steam locomotive']",Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,1020,5.1
The Mummy: Tomb of the Dragon Emperor,145000000,"['Universal Pictures', 'China Film Co-Production Corporation', 'Relativity Media']","['adventure', 'action', 'fantasy']",[],"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",1387,5.2
Suicide Squad,175000000,"['DC Comics', 'Dune Entertainment', 'Atlas Entertainment']","['action', 'adventure', 'crime', 'fantasy', 'science fiction']","['dc comics', 'shared universe', 'anti hero']","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",7458,5.9
Evan Almighty,175000000,"['Columbia Pictures', 'Universal Pictures', 'Spyglass Entertainment']","['fantasy', 'comedy', 'family']","['father son relationship', 'daily life', 'married couple']",God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,1151,5.3
Edge of Tomorrow,178000000,"['Village Roadshow Pictures', 'Warner Bros.', 'Viz Media']","['action', 'science fiction']","['deja vu', 'time warp', 'restart']","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",4858,7.6
Waterworld,175000000,"['Universal Pictures', 'Gordon Company', 'Davis Entertainment']","['adventure', 'action']","['ocean', 'tattoo', 'mutant']","In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'  which is tattooed on Enola's back.",992,5.9
G.I. Joe: The Rise of Cobra,175000000,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures']","['adventure', 'action', 'thriller', 'science fiction']","['terrorist', 'secret', 'hostage']","From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",1962,5.6
Inside Out,175000000,"['Walt Disney Pictures', 'Pixar Animation Studios']","['drama', 'comedy', 'animation', 'family']","['dream', 'cartoon', 'imaginary friend']","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",6560,8.0
The Jungle Book,175000000,"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Fairview Entertainment']","['family', 'adventure', 'drama', 'fantasy']","['based on novel', 'snake', 'wolf']","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",2892,6.7
Iron Man 2,200000000,['Marvel Studios'],"['adventure', 'action', 'science fiction']","['malibu', 'marvel comic', 'superhero']","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances  and confront powerful enemies.",6849,6.6
Snow White and the Huntsman,170000000,"['Universal Pictures', 'Roth Films']","['adventure', 'fantasy', 'drama']","['queen', 'magic', 'fairy tale']","After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",3118,5.8
Maleficent,180000000,"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Roth Films']","['fantasy', 'adventure', 'action', 'family', 'romance']","['fairy tale', 'villain', 'sleeping beauty']","The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal  an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",4496,7.0
Dawn of the Planet of the Apes,170000000,"['Ingenious Media', 'Chernin Entertainment', 'TSG Entertainment']","['science fiction', 'action', 'drama', 'thriller']","['leader', 'colony', 'post-apocalyptic']","A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",4410,7.3
The Lovers,27000000,"['Corsan', 'Bliss Media', 'Limelight International Media Entertainment']","['action', 'adventure', 'science fiction', 'romance']",[],"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joff from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters  a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",34,4.8
47 Ronin,175000000,"['Mid Atlantic Films', 'Stuber Productions', 'Universal']","['drama', 'action', 'adventure', 'fantasy']","['japan', 'suicide', 'samurai']","Based on the original 1941 movie from Japan, and from ancient Japans most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",1326,5.9
