talk_id,title,topics,description
416,A plea for bees,"['animals', 'bees', 'disease', 'food', 'insects', 'life', 'nature', 'bestoftheweb']","Bees are dying in droves. Why? Leading apiarist Dennis vanEngelsdorp looks at the gentle, misunderstood creature's important place in nature and the mystery behind its alarming disappearance."
1404,"Building blocks that blink, beep and teach","['tedfellows', 'creativity', 'education', 'technology', 'toy', 'code']","Imagine a set of electronics as easy to play with as Legos. TED Fellow Ayah Bdeir introduces littleBits, a set of simple, interchangeable blocks that make programming as simple and important a part of creativity as snapping blocks together."
2298,What my religion really says about women,"['gender', 'peace', 'religion', 'women']","Strong faith is a core part of Alaa Murabit's identity -- but when she moved from Canada to Libya as a young woman, she was surprised how the tenets of Islam were used to severely limit women's rights, independence and ability to lead. She wondered: Was this really religious doctrine? With humor, passion and a refreshingly rebellious spirt, she shares how she found examples of female leaders across the history of her faith â and how she speaks up for women using verses from the Koran."
12370,Why I choose humanism over faith,"['religion', 'africa', 'faith', 'society', 'humanity', 'community', 'collaboration']","As a humanist, Leo Igwe doesn't believe in divine intervention -- but he does believe in the power of human beings to alleviate suffering, cure disease, preserve the planet and turn situations of poverty into prosperity. In this bold talk, Igwe shares how humanism can free Africans from damaging superstitions and give them the power to rebuild the continent."
1835,Can technology solve our big problems?,"['nasa', 'astronomy', 'space', 'technology']","In 1969, Buzz Aldrinâs historical step onto the moon leapt mankind into an era of technological possibility. The awesome power of technology was to be used to solve all of our big problems. Fast forward to present day, and what's happened? Are mobile apps all we have to show for ourselves? Journalist Jason Pontin looks closely at the challenges we face to using technology effectively ... for problems that really matter."
363,Lessons from past presidents,"['entertainment', 'history', 'politics', 'sports', 'storytelling', 'work-lifebalance']","Historian Doris Kearns Goodwin talks about what we can learn from American presidents, including Abraham Lincoln and Lyndon Johnson. Then she shares a moving memory of her own father, and of their shared love of baseball."
1730,"Your online life, permanent as a tattoo","['culture', 'security', 'socialmedia', 'technology']","What if Andy Warhol had it wrong, and instead of being famous for 15 minutes, we're only anonymous for that long? In this short talk, Juan Enriquez looks at the surprisingly permanent effects of digital sharing on our personal privacy. He shares insight from the ancient Greeks to help us deal with our new ""digital tattoos."""
724,The neurons that shaped civilization,"['biology', 'brain', 'cities', 'cognitivescience', 'evolution', 'science', 'neuroscience', 'india']","Neuroscientist Vilayanur Ramachandran outlines the fascinating functions of mirror neurons. Only recently discovered, these neurons allow us to learn complex social behaviors, some of which formed the foundations of human civilization as we know it."
72,Technology's long tail,"['business', 'culture', 'economics', 'entertainment', 'marketing', 'technology']","Chris Anderson, then the editor of Wired, explores the four key stages of any viable technology: setting the right price, gaining market share, displacing an established technology and, finally, becoming ubiquitous."
424,The hunt for General Tso,"['business', 'culture', 'exploration', 'food', 'globalissues', 'history', 'bestoftheweb']",Reporter Jennifer 8. Lee talks about her hunt for the origins of familiar Chinese-American dishes -- exploring the hidden spots where these two cultures have (so tastily) combined to form a new cuisine.
46582,Why governments should prioritize well-being,"['politics', 'socialchange', 'economics', 'leadership', 'society', 'future', 'policy', 'inequality']","In 2018, Scotland, Iceland and New Zealand established the network of Wellbeing Economy Governments to challenge the acceptance of GDP as the ultimate measure of a country's success. In this visionary talk, First Minister of Scotland Nicola Sturgeon explains the far-reaching implications of a ""well-being economy"" -- which places factors like equal pay, childcare, mental health and access to green space at its heart -- and shows how this new focus could help build resolve to confront global challenges."
3617,Why do I make art? To build time capsules for my heritage,"['tedfellows', 'art', 'film', 'culture', 'community', 'family', 'creativity', 'identity', 'music']","Kayla BriÃ«t creates art that explores identity and self-discovery -- and the fear that her culture may someday be forgotten. She shares how she found her creative voice and reclaimed the stories of her Dutch-Indonesian, Chinese and Native American heritage by infusing them into film and music time capsules."
1521,Finding the story inside the painting,"['entertainment', 'history', 'storytelling', 'art']","When Tracy Chevalier looks at paintings, she imagines the stories behind them: How did the painter meet his model? What would explain that look in her eye? Why is that man ... blushing? She shares three stories inspired by portraits, including the one that led to her best-selling novel ""Girl With a Pearl Earring."""
21976,How to create a world where no one dies waiting for a transplant,"['animals', 'biology', 'disease', 'health', 'healthcare', 'future', 'humanbody', 'illness', 'science', 'innovation', 'technology', 'virus', 'dna', 'crispr']","For nearly half a century, scientists have been trying to create a process for transplanting animal organs into humans, a theoretical dream that could help the hundreds of thousands of people in need of a lifesaving transplant. But the risks, specifically of transmitting the PERV virus from pigs to humans, have always been too great, stalling research -- until now. In a mind-blowing talk, geneticist Luhan Yang explains a breakthrough: using CRISPR, a technique for editing genes, she and her colleagues have created pigs that don't carry the virus, opening up the possibility of safely growing human-transplantable organs in pigs. Learn more about this cutting-edge science and how it could help solve the organ shortage crisis."
